-0.012691554,-0.023518286,-0.038738066,0.005072994,-0.016915587,0.027759089,0.039194263,0.004039927,0.007765448,0.05352637,-0.004386452,0.001226844,0.018195603,0.005988466,0.116674273,0.03252284,0.0746308,-0.004535538,0.030733788,0.010278147,0.01063814,0.014554728,-0.001315613,-0.001509139,-0.002681371,0.037909775,0.01666707,0.021531823,-0.000272203,0.002754266,-0.005937338,0.014009515,0.001814516,0.040580863,-0.017133292,0.01045057,-0.027588588,0.010693673,0.001445328,-0.037422552,0.003499401,-0.012970418,-0.020911721,-0.000331761,0.009571061,-0.041741921,-0.022656684,0.039818629,-0.018320048,0.037613947
-0.026600093,-0.004493179,-0.057263567,-0.011850374,-0.018893092,-0.002621378,-0.016878541,0.000482679,-0.011637055,0.007657891,-0.025354457,0.014596131,0.006505684,-0.010270757,-0.026737792,0,-0.04563336,-0.046830089,-0.0217187,-0.013564856,0.009856566,0.00144897,0.013737242,-0.033869603,0.006663358,-0.018281896,0.008320633,-0.010635747,-0.004904531,-0.003571782,-0.036739167,-0.004106133,0.024282411,-0.024706579,-0.038387781,-0.02488675,-0.057562325,-0.026789577,0.003406229,0.02017233,0.004526907,-0.030721189,-0.033263514,-0.019205347,-0.022675871,0.000841949,-0.00246491,-0.00872037,0.013520998,0.01243758
-0.01669315,-0.000147908,0.0005876,0.000133251,-0.006710982,-0.008119415,0.020135729,-0.002271889,0.032776569,0.010193238,-0.000218161,-0.03043179,0.008509282,-0.00467399,0.03381204,0.005836565,0.00214481,-0.000744424,-0.004264649,-0.003634053,-0.001137173,-0.020836358,0.002598913,0.00570471,-0.003425734,0.010623766,-0.005263926,-0.000392869,0.009356667,-0.00981044,0.025585184,-0.008300985,-0.000633849,0.017112468,-0.007902114,-0.007457581,0.020794004,0.002321768,0.000229918,-0.014200955,-0.008403977,-0.000702578,0.006338509,-0.000939031,0.01088,0.003039215,-0.040928519,0.025626258,-0.002779219,0.023509584
0.000988444,0.003108098,-0.031050399,0.00941508,-0.004287778,0.019683939,0.02181604,0.02195846,0.013403021,0.00991038,-0.024772502,0.015596082,0.014359787,-0.000220874,-0.00081734,0.014507398,-0.009543571,-0.003972961,0.001461195,-0.029943742,0.023404083,-0.003737786,-0.010553833,-0.011573568,0.013517322,0.009908214,-0.002315331,0.005979795,-0.009751838,0.001809927,-0.002015184,0.010954974,0.018647782,0.006091652,0.000515047,-0.025273242,-0.033039789,0.013548618,0.00126549,0.016046589,-0.000552872,-0.010832823,-0.03212181,-0.003953715,-0.002463799,-0.021486295,-0.023523474,0.021257027,0.009545534,0.00820758
0.000103642,-0.002213156,0,0.013551027,-0.006570177,-0.028723909,-0.005083445,0.036129207,0.003800623,-0.011374084,-0.032414659,0.008350078,0.000639964,-0.004194914,-0.024140924,-0.019526623,-0.019270994,0.011455754,0.004176057,-0.015624515,-0.010632754,0.00145272,0.033121445,-0.003471198,-0.004943877,0.000957244,0.001657696,0.008635503,-0.009923058,0.004374296,-0.011211901,-0.014114996,0.025719533,0.000768901,0.000727253,-0.041600104,0.005615055,0.020194735,0.000516814,0.009332335,-0.01364123,0.000647261,-0.014316458,-0.001244344,-0.01456012,0.02960156,0.0139635,0.010589431,-0.00193223,-0.00595245
0.016796213,0.003252956,0.040227255,0.008725115,0.024002126,0.032057746,0.00567224,0.005837207,0.016356252,-0.007625143,0.006226032,0.009328155,0.02285975,0.004850255,0.020964609,0.023838446,0.006386333,0.010416679,0.009719944,-0.002039143,0.013351466,-0.015996369,0.012678727,0.010635423,-0.010630421,0.001016239,0.00033092,0.002449903,-0.008660701,0.021492285,0.019203071,0.008849547,-0.008441116,0.017190067,0.002259182,-0.000930681,0.015219011,-0.008954872,-0.000459306,0.008001384,-0.011587307,0.015033052,-0.018768282,0.009108296,0.00057247,-0.007256037,0.008594519,0.01282777,-0.002835435,0.042062124
0.002570409,-0.014591111,0.001165273,-0.002668,-0.00093733,0.006619723,-0.007062818,-0.010079392,0.00253321,0.011138897,0.007221437,-0.002451988,-0.005001119,0.001130946,0.004927938,0.004420664,-0.006996559,0.011645065,-0.031608973,0.007060527,0.008968604,0.005418782,-0.00304045,-0.007444515,-0.008525394,0.0056718,0.001488824,-0.007799024,-0.004577888,0.009824804,-0.003319618,0.002458194,-0.005755176,-0.027068991,0.010444991,0.012707933,0.006543021,-0.001902271,-0.001091524,-0.000705614,0.002205718,0.003957891,-0.00163369,0.002703422,-0.013535434,0.007566789,0.01006383,0.006064835,-0.005270613,-0.002943144
-0.019040228,-0.027016737,-0.034407476,-0.003944517,-0.024169655,0.029661978,-0.002046799,-0.00339403,0.007479128,0.020683468,-0.016964543,-0.004159636,-0.004162271,-0.004821571,0.022476502,0.002151894,0.012125309,-0.017769513,0.001255737,-0.006228641,0.005406708,0.008757937,-0.014352439,-0.009167096,-0.0060663,-0.001246824,0.006008833,0.010739046,0.001877748,-0.001560379,-0.020344491,0.008917589,0.001478132,-0.004879708,-0.042322379,-0.017213056,-0.050859075,-0.005879896,0.001610262,-0.019593999,-0.004527963,-0.025008608,-0.014149278,-0.013778492,0.006058683,-0.038883667,-0.013278058,-0.007092334,0.014152564,-0.007169172
0.005123171,-0.011492504,0.031188784,0.019554997,0.005731487,0.009200593,-0.017473793,0.005108486,-0.012587125,0.00854618,-0.026872689,0.008353938,0.017034675,-0.005703026,0.006794441,0.006831818,-0.010846753,0.004737489,-0.025230544,-0.038696723,-0.008111964,-0.004081061,0.013833453,0.001401755,-0.005451687,-0.061463553,0.007983467,0.020373227,-0.014154127,-0.002114443,0.016601192,-0.012595111,0.000737502,-0.035787407,0.017716584,-0.009425701,0.0138098,-0.001139156,0.008382188,-0.010622763,0.009602656,0.006222497,-0.022309991,0.000408903,-0.019616689,-0.010134797,0.002695733,0.036785803,-0.002818342,0.017556353
-0.018894309,-0.012406375,-0.03616315,-0.006500694,-0.019862739,-0.004204338,-0.03439866,-0.000587199,-0.024353827,0.004062233,-0.029662585,-0.016098636,0.003256802,-0.01472987,-0.032155334,-0.00261721,-0.037806815,-0.025034815,-0.069669748,-0.014193464,-0.01865379,-0.009462996,-0.016876197,-0.030236592,-0.004408922,-0.041927853,-0.007920236,0.01053131,-0.004772581,-0.009765069,-0.04142792,-0.002573806,0.001966238,-0.049251347,-0.024339389,-0.008300815,-0.038564163,-0.024403977,-0.009564981,-0.015286594,-0.019272904,-0.02489426,-0.023830007,-0.017709456,-0.006278218,-0.007901819,-0.016428801,-0.023596339,-0.017510116,0.016835934
